,movieId,title,genres
57,movie_64,Two if by Sea (1996),Comedy|Romance
58,movie_65,Bio-Dome (1996),Comedy
59,movie_66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
60,movie_68,French Twist (Gazon maudit) (1995),Comedy|Romance
61,movie_69,Friday (1995),Comedy
62,movie_70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
63,movie_71,Fair Game (1995),Action
64,movie_72,Kicking and Screaming (1995),Comedy|Drama
65,movie_73,"Misérables, Les (1995)",Drama|War
66,movie_74,Bed of Roses (1996),Drama|Romance
67,movie_75,Big Bully (1996),Comedy|Drama
68,movie_76,Screamers (1995),Action|Sci-Fi|Thriller
69,movie_77,Nico Icon (1995),Documentary
70,movie_78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
71,movie_79,"Juror, The (1996)",Drama|Thriller
72,movie_80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama
73,movie_81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance
74,movie_82,Antonia's Line (Antonia) (1995),Comedy|Drama
75,movie_83,Once Upon a Time... When We Were Colored (1995),Drama|Romance
76,movie_85,Angels and Insects (1995),Drama|Romance
77,movie_86,White Squall (1996),Action|Adventure|Drama
78,movie_87,Dunston Checks In (1996),Children|Comedy
79,movie_88,Black Sheep (1996),Comedy
80,movie_89,Nick of Time (1995),Action|Thriller
81,movie_92,Mary Reilly (1996),Drama|Horror|Thriller
82,movie_93,Vampire in Brooklyn (1995),Comedy|Horror|Romance
83,movie_94,Beautiful Girls (1996),Comedy|Drama|Romance
84,movie_95,Broken Arrow (1996),Action|Adventure|Thriller
85,movie_96,In the Bleak Midwinter (1995),Comedy|Drama
86,movie_97,"Hate (Haine, La) (1995)",Crime|Drama
87,movie_99,Heidi Fleiss: Hollywood Madam (1995),Documentary
88,movie_100,City Hall (1996),Drama|Thriller
89,movie_101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
90,movie_102,Mr. Wrong (1996),Comedy
91,movie_103,Unforgettable (1996),Mystery|Sci-Fi|Thriller
92,movie_104,Happy Gilmore (1996),Comedy
93,movie_105,"Bridges of Madison County, The (1995)",Drama|Romance
94,movie_106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
95,movie_107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
96,movie_108,Catwalk (1996),Documentary
97,movie_110,Braveheart (1995),Action|Drama|War
98,movie_111,Taxi Driver (1976),Crime|Drama|Thriller
99,movie_112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
100,movie_113,Before and After (1996),Drama|Mystery
101,movie_116,Anne Frank Remembered (1995),Documentary
102,movie_117,"Young Poisoner's Handbook, The (1995)",Crime|Drama
103,movie_118,If Lucy Fell (1996),Comedy|Romance
104,movie_119,"Steal Big, Steal Little (1995)",Comedy
105,movie_121,"Boys of St. Vincent, The (1992)",Drama
106,movie_122,Boomerang (1992),Comedy|Romance
107,movie_123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
108,movie_125,Flirting With Disaster (1996),Comedy
109,movie_126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
110,movie_128,Jupiter's Wife (1994),Documentary
111,movie_129,Pie in the Sky (1996),Comedy|Romance
112,movie_132,Jade (1995),Thriller
113,movie_135,Down Periscope (1996),Comedy
114,movie_137,Man of the Year (1995),Documentary
115,movie_140,Up Close and Personal (1996),Drama|Romance
116,movie_141,"Birdcage, The (1996)",Comedy
117,movie_144,"Brothers McMullen, The (1995)",Comedy
118,movie_145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
119,movie_146,"Amazing Panda Adventure, The (1995)",Adventure|Children
120,movie_147,"Basketball Diaries, The (1995)",Drama
121,movie_148,"Awfully Big Adventure, An (1995)",Drama
122,movie_149,Amateur (1994),Crime|Drama|Thriller
123,movie_150,Apollo 13 (1995),Adventure|Drama|IMAX
124,movie_151,Rob Roy (1995),Action|Drama|Romance|War
125,movie_152,"Addiction, The (1995)",Drama|Horror
126,movie_153,Batman Forever (1995),Action|Adventure|Comedy|Crime
127,movie_154,Beauty of the Day (Belle de jour) (1967),Drama
128,movie_155,Beyond Rangoon (1995),Adventure|Drama|War
129,movie_156,Blue in the Face (1995),Comedy|Drama
130,movie_157,Canadian Bacon (1995),Comedy|War
131,movie_158,Casper (1995),Adventure|Children
132,movie_159,Clockers (1995),Crime|Drama|Mystery
133,movie_160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
134,movie_161,Crimson Tide (1995),Drama|Thriller|War
135,movie_162,Crumb (1994),Documentary
136,movie_163,Desperado (1995),Action|Romance|Western
137,movie_164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
138,movie_165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
139,movie_166,"Doom Generation, The (1995)",Comedy|Crime|Drama
140,movie_168,First Knight (1995),Action|Drama|Romance
141,movie_169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
142,movie_170,Hackers (1995),Action|Adventure|Crime|Thriller
143,movie_171,Jeffrey (1995),Comedy|Drama
144,movie_172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
145,movie_173,Judge Dredd (1995),Action|Crime|Sci-Fi
146,movie_174,Jury Duty (1995),Comedy
147,movie_175,Kids (1995),Drama
148,movie_176,Living in Oblivion (1995),Comedy
149,movie_177,Lord of Illusions (1995),Horror
150,movie_178,Love & Human Remains (1993),Comedy|Drama
151,movie_179,Mad Love (1995),Drama|Romance
152,movie_180,Mallrats (1995),Comedy|Romance
153,movie_181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
154,movie_183,Mute Witness (1994),Comedy|Horror|Thriller
155,movie_184,Nadja (1994),Drama
156,movie_185,"Net, The (1995)",Action|Crime|Thriller
157,movie_186,Nine Months (1995),Comedy|Romance
158,movie_187,Party Girl (1995),Comedy
159,movie_188,"Prophecy, The (1995)",Fantasy|Horror|Mystery
160,movie_189,Reckless (1995),Comedy|Fantasy
161,movie_190,Safe (1995),Thriller
162,movie_191,"Scarlet Letter, The (1995)",Drama|Romance
163,movie_193,Showgirls (1995),Drama
164,movie_194,Smoke (1995),Comedy|Drama
165,movie_195,Something to Talk About (1995),Comedy|Drama|Romance
166,movie_196,Species (1995),Horror|Sci-Fi
167,movie_198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
168,movie_199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
169,movie_201,Three Wishes (1995),Drama|Fantasy
170,movie_202,Total Eclipse (1995),Drama|Romance
171,movie_203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
172,movie_204,Under Siege 2: Dark Territory (1995),Action
173,movie_205,Unstrung Heroes (1995),Comedy|Drama
174,movie_206,Unzipped (1995),Documentary
175,movie_207,"Walk in the Clouds, A (1995)",Drama|Romance
176,movie_208,Waterworld (1995),Action|Adventure|Sci-Fi
177,movie_209,White Man's Burden (1995),Drama
178,movie_210,Wild Bill (1995),Western
179,movie_211,"Browning Version, The (1994)",Drama
180,movie_212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
181,movie_213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
182,movie_214,Before the Rain (Pred dozhdot) (1994),Drama|War
183,movie_215,Before Sunrise (1995),Drama|Romance
184,movie_216,Billy Madison (1995),Comedy
185,movie_217,"Babysitter, The (1995)",Drama|Thriller
186,movie_218,Boys on the Side (1995),Comedy|Drama
187,movie_219,"Cure, The (1995)",Drama
188,movie_220,Castle Freak (1995),Horror
189,movie_222,Circle of Friends (1995),Drama|Romance
190,movie_223,Clerks (1994),Comedy
191,movie_224,Don Juan DeMarco (1995),Comedy|Drama|Romance
192,movie_225,Disclosure (1994),Drama|Thriller
193,movie_227,Drop Zone (1994),Action|Thriller
194,movie_228,Destiny Turns on the Radio (1995),Comedy
195,movie_229,Death and the Maiden (1994),Drama|Thriller
196,movie_230,Dolores Claiborne (1995),Drama|Thriller
197,movie_231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
198,movie_232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
199,movie_233,Exotica (1994),Drama
200,movie_234,Exit to Eden (1994),Comedy
201,movie_235,Ed Wood (1994),Comedy|Drama
202,movie_236,French Kiss (1995),Action|Comedy|Romance
203,movie_237,Forget Paris (1995),Comedy|Romance
204,movie_238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
205,movie_239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
206,movie_240,Hideaway (1995),Thriller
207,movie_241,Fluke (1995),Children|Drama
208,movie_242,Farinelli: il castrato (1994),Drama|Musical
209,movie_243,Gordy (1995),Children|Comedy|Fantasy
210,movie_246,Hoop Dreams (1994),Documentary
211,movie_247,Heavenly Creatures (1994),Crime|Drama
212,movie_248,Houseguest (1994),Comedy
213,movie_249,Immortal Beloved (1994),Drama|Romance
214,movie_250,Heavyweights (Heavy Weights) (1995),Children|Comedy
215,movie_251,"Hunted, The (1995)",Action
216,movie_252,I.Q. (1994),Comedy|Romance
217,movie_253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
218,movie_254,Jefferson in Paris (1995),Drama
219,movie_255,"Jerky Boys, The (1995)",Comedy
220,movie_256,Junior (1994),Comedy|Sci-Fi
221,movie_257,Just Cause (1995),Mystery|Thriller
222,movie_258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
223,movie_259,Kiss of Death (1995),Crime|Drama|Thriller
224,movie_260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
225,movie_261,Little Women (1994),Drama
226,movie_262,"Little Princess, A (1995)",Children|Drama
227,movie_263,Ladybird Ladybird (1994),Drama
228,movie_265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
229,movie_266,Legends of the Fall (1994),Drama|Romance|War|Western
230,movie_267,Major Payne (1995),Comedy
231,movie_269,My Crazy Life (Mi vida loca) (1993),Drama
232,movie_270,Love Affair (1994),Drama|Romance
233,movie_271,Losing Isaiah (1995),Drama
234,movie_272,"Madness of King George, The (1994)",Comedy|Drama
235,movie_273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
236,movie_274,Man of the House (1995),Comedy
237,movie_275,Mixed Nuts (1994),Comedy
238,movie_276,Milk Money (1994),Comedy|Romance
239,movie_277,Miracle on 34th Street (1994),Drama
240,movie_278,Miami Rhapsody (1995),Comedy
241,movie_279,My Family (1995),Drama
242,movie_280,Murder in the First (1995),Drama|Thriller
243,movie_281,Nobody's Fool (1994),Comedy|Drama|Romance
244,movie_282,Nell (1994),Drama
245,movie_283,New Jersey Drive (1995),Crime|Drama
246,movie_284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
247,movie_285,Beyond Bedlam (1993),Drama|Horror
248,movie_287,Nina Takes a Lover (1994),Comedy|Romance
249,movie_288,Natural Born Killers (1994),Action|Crime|Thriller
250,movie_289,Only You (1994),Comedy|Romance
251,movie_290,Once Were Warriors (1994),Crime|Drama
252,movie_291,Poison Ivy II (1996),Drama|Thriller
253,movie_292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
254,movie_293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
255,movie_294,"Perez Family, The (1995)",Comedy|Romance
256,movie_295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
257,movie_296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
258,movie_298,Pushing Hands (Tui shou) (1992),Drama
259,movie_299,Priest (1994),Drama
260,movie_300,Quiz Show (1994),Drama
261,movie_301,Picture Bride (Bijo photo) (1994),Drama|Romance
262,movie_302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
263,movie_303,"Quick and the Dead, The (1995)",Action|Thriller|Western
264,movie_304,Roommates (1995),Comedy|Drama
265,movie_305,Ready to Wear (Pret-A-Porter) (1994),Comedy
266,movie_306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
267,movie_307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
268,movie_308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
269,movie_310,Rent-a-Kid (1995),Comedy
270,movie_311,Relative Fear (1994),Horror|Thriller
271,movie_312,Stuart Saves His Family (1995),Comedy
272,movie_313,"Swan Princess, The (1994)",Animation|Children
273,movie_314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
274,movie_315,"Specialist, The (1994)",Action|Drama|Thriller
275,movie_316,Stargate (1994),Action|Adventure|Sci-Fi
276,movie_317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
277,movie_318,"Shawshank Redemption, The (1994)",Crime|Drama
278,movie_319,Shallow Grave (1994),Comedy|Drama|Thriller
279,movie_320,Suture (1993),Film-Noir|Thriller
280,movie_321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
281,movie_322,Swimming with Sharks (1995),Comedy|Drama
282,movie_324,"Sum of Us, The (1994)",Comedy|Drama
283,movie_325,National Lampoon's Senior Trip (1995),Comedy
284,movie_326,To Live (Huozhe) (1994),Drama
285,movie_327,Tank Girl (1995),Action|Comedy|Sci-Fi
286,movie_328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
287,movie_329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
288,movie_330,Tales from the Hood (1995),Action|Crime|Horror
289,movie_331,Tom & Viv (1994),Drama
290,movie_332,Village of the Damned (1995),Horror|Sci-Fi
291,movie_333,Tommy Boy (1995),Comedy
292,movie_334,Vanya on 42nd Street (1994),Drama
293,movie_335,Underneath (1995),Mystery|Thriller
294,movie_336,"Walking Dead, The (1995)",Drama|War
295,movie_337,What's Eating Gilbert Grape (1993),Drama
296,movie_338,Virtuosity (1995),Action|Sci-Fi|Thriller
297,movie_339,While You Were Sleeping (1995),Comedy|Romance
298,movie_340,"War, The (1994)",Adventure|Drama|War
299,movie_341,Double Happiness (1994),Drama
300,movie_342,Muriel's Wedding (1994),Comedy
301,movie_343,"Baby-Sitters Club, The (1995)",Children
302,movie_344,Ace Ventura: Pet Detective (1994),Comedy
303,movie_345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
304,movie_346,Backbeat (1993),Drama|Musical
305,movie_347,Bitter Moon (1992),Drama|Film-Noir|Romance
306,movie_348,Bullets Over Broadway (1994),Comedy
307,movie_349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
308,movie_350,"Client, The (1994)",Drama|Mystery|Thriller
309,movie_351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
310,movie_352,Crooklyn (1994),Comedy|Drama
311,movie_353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
312,movie_354,Cobb (1994),Drama
313,movie_355,"Flintstones, The (1994)",Children|Comedy|Fantasy
314,movie_356,Forrest Gump (1994),Comedy|Drama|Romance|War
315,movie_357,Four Weddings and a Funeral (1994),Comedy|Romance
316,movie_358,Higher Learning (1995),Drama
317,movie_359,I Like It Like That (1994),Comedy|Drama|Romance
318,movie_360,I Love Trouble (1994),Action|Comedy
319,movie_361,It Could Happen to You (1994),Comedy|Drama|Romance
320,movie_362,"Jungle Book, The (1994)",Adventure|Children|Romance
321,movie_363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
322,movie_364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
323,movie_365,Little Buddha (1993),Drama
324,movie_366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
325,movie_367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
326,movie_368,Maverick (1994),Adventure|Comedy|Western
327,movie_369,Mrs. Parker and the Vicious Circle (1994),Drama
328,movie_370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
329,movie_371,"Paper, The (1994)",Comedy|Drama
330,movie_372,Reality Bites (1994),Comedy|Drama|Romance
331,movie_373,Red Rock West (1992),Thriller
332,movie_374,Richie Rich (1994),Children|Comedy
333,movie_376,"River Wild, The (1994)",Action|Thriller
334,movie_377,Speed (1994),Action|Romance|Thriller
335,movie_378,Speechless (1994),Comedy|Romance
336,movie_379,Timecop (1994),Action|Sci-Fi|Thriller
337,movie_380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
338,movie_381,When a Man Loves a Woman (1994),Drama|Romance
339,movie_382,Wolf (1994),Drama|Horror|Romance|Thriller
340,movie_383,Wyatt Earp (1994),Western
341,movie_384,Bad Company (1995),Action|Crime|Drama
342,movie_385,"Man of No Importance, A (1994)",Drama
343,movie_386,S.F.W. (1994),Drama
344,movie_387,"Low Down Dirty Shame, A (1994)",Action|Comedy
345,movie_388,Boys Life (1995),Drama
346,movie_389,"Colonel Chabert, Le (1994)",Drama|Romance|War
347,movie_390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
348,movie_391,Jason's Lyric (1994),Crime|Drama
349,movie_393,Street Fighter (1994),Action|Adventure|Fantasy
350,movie_405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
351,movie_406,Federal Hill (1994),Drama
352,movie_407,In the Mouth of Madness (1995),Horror|Thriller
353,movie_408,8 Seconds (1994),Drama
354,movie_409,Above the Rim (1994),Crime|Drama
355,movie_410,Addams Family Values (1993),Children|Comedy|Fantasy
356,movie_412,"Age of Innocence, The (1993)",Drama
357,movie_413,Airheads (1994),Comedy
358,movie_414,"Air Up There, The (1994)",Comedy
359,movie_415,Another Stakeout (1993),Comedy|Thriller
360,movie_416,Bad Girls (1994),Western
361,movie_417,Barcelona (1994),Comedy|Romance
362,movie_418,Being Human (1993),Drama
363,movie_419,"Beverly Hillbillies, The (1993)",Comedy
364,movie_420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
365,movie_421,Black Beauty (1994),Adventure|Children|Drama
366,movie_422,Blink (1994),Thriller
367,movie_423,Blown Away (1994),Action|Thriller
368,movie_424,Blue Chips (1994),Drama
369,movie_425,Blue Sky (1994),Drama|Romance
370,movie_426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
371,movie_427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
372,movie_428,"Bronx Tale, A (1993)",Drama
373,movie_429,Cabin Boy (1994),Comedy
374,movie_430,Calendar Girl (1993),Comedy|Drama
375,movie_431,Carlito's Way (1993),Crime|Drama
376,movie_432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
377,movie_433,Clean Slate (1994),Comedy
378,movie_434,Cliffhanger (1993),Action|Adventure|Thriller
379,movie_435,Coneheads (1993),Comedy|Sci-Fi
380,movie_436,Color of Night (1994),Drama|Thriller
381,movie_437,Cops and Robbersons (1994),Comedy
382,movie_438,"Cowboy Way, The (1994)",Action|Comedy|Drama
383,movie_440,Dave (1993),Comedy|Romance
384,movie_441,Dazed and Confused (1993),Comedy
385,movie_442,Demolition Man (1993),Action|Adventure|Sci-Fi
386,movie_444,Even Cowgirls Get the Blues (1993),Comedy|Romance
387,movie_445,Fatal Instinct (1993),Comedy
388,movie_446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
389,movie_448,Fearless (1993),Drama
390,movie_449,Fear of a Black Hat (1994),Comedy
391,movie_450,With Honors (1994),Comedy|Drama
392,movie_451,Flesh and Bone (1993),Drama|Mystery|Romance
393,movie_452,Widows' Peak (1994),Drama
394,movie_453,For Love or Money (1993),Comedy|Romance
395,movie_454,"Firm, The (1993)",Drama|Thriller
396,movie_455,Free Willy (1993),Adventure|Children|Drama
397,movie_456,Fresh (1994),Crime|Drama|Thriller
398,movie_457,"Fugitive, The (1993)",Thriller
399,movie_458,Geronimo: An American Legend (1993),Drama|Western
400,movie_459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
401,movie_460,Getting Even with Dad (1994),Comedy
402,movie_461,Go Fish (1994),Drama|Romance
403,movie_464,Hard Target (1993),Action|Adventure|Crime|Thriller
404,movie_466,Hot Shots! Part Deux (1993),Action|Comedy|War
405,movie_467,Live Nude Girls (1995),Comedy
406,movie_468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
407,movie_469,"House of the Spirits, The (1993)",Drama|Romance
408,movie_470,House Party 3 (1994),Comedy
409,movie_471,"Hudsucker Proxy, The (1994)",Comedy
410,movie_472,I'll Do Anything (1994),Comedy|Drama
411,movie_473,In the Army Now (1994),Comedy|War
412,movie_474,In the Line of Fire (1993),Action|Thriller
413,movie_475,In the Name of the Father (1993),Drama
414,movie_476,"Inkwell, The (1994)",Comedy|Drama
415,movie_477,What's Love Got to Do with It? (1993),Drama|Musical
416,movie_478,Jimmy Hollywood (1994),Comedy|Crime|Drama
417,movie_479,Judgment Night (1993),Action|Crime|Thriller
418,movie_480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
419,movie_481,Kalifornia (1993),Drama|Thriller
420,movie_482,Killing Zoe (1994),Crime|Drama|Thriller
421,movie_484,Lassie (1994),Adventure|Children
422,movie_485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
423,movie_486,Life with Mikey (1993),Comedy
424,movie_487,Lightning Jack (1994),Comedy|Western
425,movie_488,M. Butterfly (1993),Drama|Romance
426,movie_489,Made in America (1993),Comedy
427,movie_490,Malice (1993),Thriller
428,movie_491,"Man Without a Face, The (1993)",Drama
429,movie_492,Manhattan Murder Mystery (1993),Comedy|Mystery
430,movie_493,Menace II Society (1993),Action|Crime|Drama
431,movie_494,Executive Decision (1996),Action|Adventure|Thriller
432,movie_495,In the Realm of the Senses (Ai no corrida) (1976),Drama
433,movie_496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
434,movie_497,Much Ado About Nothing (1993),Comedy|Romance
435,movie_499,Mr. Wonderful (1993),Comedy|Romance
436,movie_500,Mrs. Doubtfire (1993),Comedy|Drama
437,movie_501,Naked (1993),Drama
438,movie_502,"Next Karate Kid, The (1994)",Action|Children|Romance
439,movie_504,No Escape (1994),Action|Drama|Sci-Fi
440,movie_505,North (1994),Comedy
441,movie_506,Orlando (1992),Drama|Fantasy|Romance
442,movie_507,"Perfect World, A (1993)",Crime|Drama|Thriller
443,movie_508,Philadelphia (1993),Drama
444,movie_509,"Piano, The (1993)",Drama|Romance
445,movie_510,Poetic Justice (1993),Drama
446,movie_511,"Program, The (1993)",Action|Drama
447,movie_512,"Puppet Masters, The (1994)",Horror|Sci-Fi
448,movie_513,Radioland Murders (1994),Comedy|Mystery|Romance
449,movie_514,"Ref, The (1994)",Comedy
450,movie_515,"Remains of the Day, The (1993)",Drama|Romance
451,movie_516,Renaissance Man (1994),Comedy|Drama
452,movie_517,Rising Sun (1993),Action|Drama|Mystery
453,movie_518,"Road to Wellville, The (1994)",Comedy
454,movie_519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
455,movie_520,Robin Hood: Men in Tights (1993),Comedy
456,movie_521,Romeo Is Bleeding (1993),Crime|Thriller
457,movie_522,Romper Stomper (1992),Action|Drama
458,movie_523,Ruby in Paradise (1993),Drama
459,movie_524,Rudy (1993),Drama
460,movie_526,"Savage Nights (Nuits fauves, Les) (1992)",Drama
461,movie_527,Schindler's List (1993),Drama|War
462,movie_528,"Scout, The (1994)",Comedy|Drama
463,movie_529,Searching for Bobby Fischer (1993),Drama
464,movie_531,"Secret Garden, The (1993)",Children|Drama
465,movie_532,Serial Mom (1994),Comedy|Crime|Horror
466,movie_533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
467,movie_534,Shadowlands (1993),Drama|Romance
468,movie_535,Short Cuts (1993),Drama
469,movie_536,"Simple Twist of Fate, A (1994)",Drama
470,movie_537,Sirens (1994),Drama
471,movie_538,Six Degrees of Separation (1993),Drama
472,movie_539,Sleepless in Seattle (1993),Comedy|Drama|Romance
473,movie_540,Sliver (1993),Thriller
474,movie_541,Blade Runner (1982),Action|Sci-Fi|Thriller
475,movie_542,Son in Law (1993),Comedy|Drama|Romance
476,movie_543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
477,movie_544,Striking Distance (1993),Action|Crime
